ticker,company_name,sector,industry,current_price,market_cap,forward_pe,trailing_pe,peg_ratio,price_to_sales,price_to_book,ev_to_revenue,ev_to_ebitda,total_revenue,net_income,profit_margin,operating_margin,gross_margin,revenue_growth,dividend_yield,beta,eps
COP,ConocoPhillips,Energy,Oil & Gas Exploration & Production,96.7,120772722688,15.521096,13.658192,,1.9708341,1.8405374,2.231,5.378,61280002048.0,8824000512.0,0.14445,0.19543,0.47415,0.14,3.47,0.328,7.08
COO,Cooper Companies (The),Health Care,Health Care Supplies,81.11,16125391872,16.406673,43.374332,,3.9403262,1.9285731,4.537,17.45,4092400128.0,374900000.0,0.09161,0.13539,0.65539,0.046,,1.049,1.87
CEG,Constellation Energy,Utilities,Electric Utilities,366.25,114418540544,32.046993,42.001144,,4.6060357,7.9701,4.823,20.141,24841000960.0,2739000064.0,0.11026,0.16332,0.20131999,0.003,0.42,1.138,8.72
CPAY,Corpay,Financials,Transaction & Payment Processing Services,300.59,21225977856,12.118917,20.406654,,4.919561,5.165753,6.336,12.119,4314608128.0,1051297024.0,0.24365999,0.44617,0.78262,0.139,,0.847,14.73
CSGP,CoStar Group,Real Estate,Real Estate Services,65.69,27840919552,47.434055,1094.8334,,9.108758,3.228962,8.849,171.392,3056499968.0,20300000.0,0.00664,-0.061300002,0.79251,0.204,,0.839,0.06
CPRT,Copart,Industrials,Diversified Support Services,37.77,36562026496,20.953766,23.17178,,7.854088,3.8082275,6.753,15.875,4655158784.0,1594077056.0,0.34243,0.37289003,0.47624,0.007,,1.119,1.63
CTVA,Corteva,Materials,Fertilizers & Agricultural Chemicals,67.76,46015819776,18.535185,27.433199,,2.6341417,1.8183283,2.737,12.721,17468999680.0,1680999936.0,0.09187999,-0.10313,0.4611,0.126,1.06,0.738,2.47
GLW,Corning Inc.,Information Technology,Electronic Components,90.67,77736861696,29.482153,58.121796,,5.211992,6.350774,5.749,25.278,14915000320.0,1366000000.0,0.09159,0.14561,0.35977,0.209,1.24,1.109,1.56
CRWD,CrowdStrike,Information Technology,Systems Software,453.58,114346803200,93.821884,,,25.047665,28.466171,24.184,-1176.738,4565168128.0,-314160992.0,-0.06882,-0.05589,0.74277,0.222,,1.094,-1.27
CRH,CRH plc,Materials,Construction Materials,126.44,84580024320,20.852058,25.237524,,2.2920794,3.637096,2.778,14.056,36900999168.0,3407000064.0,0.092980005,0.17996,0.36129,0.053,1.17,1.195,5.01
COST,Costco,Consumer Staples,Consumer Staples Merchandise Retail,854.5,379361853440,38.51533,45.866882,,1.3529744,12.517945,1.321,28.211,280390991872.0,8302000128.0,0.02961,0.03659,0.12876001,0.083,0.61,0.982,18.63
CTRA,Coterra,Energy,Oil & Gas Exploration & Production,26.6,20299524096,10.228527,12.314815,,3.0452332,1.380814,3.642,5.509,6665999872.0,1646000000.0,0.24691999,0.28043,0.74767,0.349,3.31,0.309,2.16
CCI,Crown Castle,Real Estate,Telecom Tower REITs,88.7,38626988032,25.822416,,,6.016665,-25.844988,10.614,17.586,6419999744.0,-3929999872.0,-0.71931,0.49254,0.71168,-0.043,4.79,0.959,-9.05
CVS,CVS Health,Health Care,Health Care Services,80.13,101719621632,11.181861,210.86842,,0.25969422,1.3954096,0.44,11.687,391689994240.0,469000000.0,0.0011999999,0.022650002,0.13352,0.078,3.32,0.48,0.38
CSX,CSX Corporation,Industrials,Rail Transportation,36.27,67617329152,19.093393,23.551949,,4.7877455,5.295664,6.141,13.266,14122999808.0,2902000128.0,0.20548001,0.35071,0.46293,-0.009,1.43,1.299,1.54
DHR,Danaher Corporation,Health Care,Life Sciences Tools & Services,230.4,164978278400,27.359652,47.407406,,6.798182,3.1863694,7.392,23.513,24267999232.0,3503000064.0,0.14435,0.2075,0.59593,0.044,0.56,0.923,4.86
CMI,Cummins,Industrials,Construction Machinery & Heavy Transportation Equipment,522.03,72059068416,19.944725,27.020187,,2.1458285,5.9730883,2.328,14.925,33581000704.0,2668000000.0,0.079450004,0.12132,0.2603,-0.016,1.53,1.104,19.32
DRI,Darden Restaurants,Consumer Discretionary,Restaurants,187.21,21775099904,16.445084,19.603142,,1.7314118,10.37577,2.36,14.931,12576499712.0,1123000064.0,0.08924,0.10393,0.21552,0.073,3.2,0.656,9.55
DDOG,Datadog,Information Technology,Application Software,133.77,46909227008,57.06668,431.51614,,14.605772,13.634696,13.715,7076.017,3211691008.0,106768000.0,0.033239998,-0.00656,0.79959,0.284,,1.234,0.31
DVA,DaVita,Health Care,Health Care Services,114.51,8187465216,8.990385,11.817338,,0.6147685,-14.212486,1.655,8.26,13317964800.0,771915008.0,0.05796,0.14832,0.31983998,0.048,,0.994,9.69
DAY,Dayforce,Industrials,Human Resource & Employment Services,69.27,11085621248,25.423168,,,5.855185,4.112932,6.172,104.798,1893299968.0,-149800000.0,-0.07912,-0.25831,0.50922,0.095,,1.2,-0.95
DECK,Deckers Brands,Consumer Discretionary,Footwear,106.79,15841587200,15.567736,15.867757,,3.0207117,6.326422,2.765,11.051,5244322816.0,1015500032.0,0.19364001,0.2282,0.57665,0.091,,1.186,6.73
DE,Deere & Company,Industrials,Agricultural & Farm Machinery,466.8,126243930112,20.639496,25.246078,,2.7668085,4.8632092,4.033,21.361,45627998208.0,5026999808.0,0.11017,0.12385,0.26957,0.126,1.39,1.007,18.49
DXCM,Dexcom,Health Care,Health Care Equipment,66.54,26094012416,26.841036,36.966667,,5.778253,9.519314,5.581,24.66,4515899904.0,720700032.0,0.15958999,0.20053,0.59014,0.216,,1.515,1.8
DVN,Devon Energy,Energy,Oil & Gas Exploration & Production,37.87,24039874560,9.093463,8.931604,,1.4522094,1.5517948,1.883,4.063,16554000384.0,2719000064.0,0.16424999,0.24194999,0.49348,0.071,2.53,0.673,4.24
DAL,Delta Air Lines,Industrials,Passenger Airlines,69.06,45093605376,9.603003,9.740479,,0.7166816,2.3799021,1.003,7.864,62919999488.0,4629000192.0,0.07357,0.0992,0.21117,0.064,1.09,1.376,7.09
DELL,Dell Technologies,Information Technology,"Technology Hardware, Storage & Peripherals",127.8,85651587072,11.151774,17.085562,,0.82286084,-32.53564,1.029,10.208,104090001408.0,5209999872.0,0.05005,0.082729995,0.20948,0.108,1.64,1.109,7.48
FANG,Diamondback Energy,Energy,Oil & Gas Exploration & Production,152.34,44100313088,13.294492,10.698033,,3.0152,1.1180589,4.534,6.257,14625999872.0,4177999872.0,0.28689,0.36628,0.74942,0.42,2.63,0.612,14.24
DLR,Digital Realty,Real Estate,Data Center REITs,155.03,54214696960,42.88686,40.16321,,9.2816925,2.385554,12.401,27.2,5841035776.0,1358786944.0,0.23959999,0.13333,0.54806,0.111,3.15,1.123,3.86
DLTR,Dollar Tree,Consumer Staples,Consumer Staples Merchandise Retail,127.7,26046693376,19.097897,24.231499,,1.3737055,7.396895,1.712,15.169,18960900096.0,1113799936.0,-0.15397,0.06725,0.35939997,0.094,,0.752,5.27
DG,Dollar General,Consumer Staples,Consumer Staples Merchandise Retail,136.82,30116665344,19.378368,23.630398,,0.7150602,3.6789463,1.078,14.418,42117664768.0,1277228032.0,0.03033,0.03999,0.30407,0.046,1.72,0.276,5.79
D,Dominion Energy,Utilities,Multi-Utilities,59.24,50585825280,16.432688,19.359478,,3.1990023,1.8947706,6.551,13.516,15813000192.0,2609999872.0,0.16790001,0.34504002,0.49029,0.149,4.51,0.68,3.06
DPZ,Domino's,Consumer Discretionary,Restaurants,425.28,14437796864,21.74262,24.870174,,2.9779902,-3.767541,4.224,20.705,4848167936.0,589505024.0,0.12159,0.18064,0.28636998,0.031,1.64,1.145,17.1
DASH,DoorDash,Consumer Discretionary,Specialized Consumer Services,219.79,94729166848,35.98136,111.00504,,7.497362,9.974586,7.42,91.828,12634999808.0,863000000.0,0.0683,0.08009,0.51429003,0.273,,1.716,1.98
DHI,D. R. Horton,Consumer Discretionary,Homebuilding,145.72,42559062016,10.798898,12.594642,,1.2425859,1.7738715,1.349,9.679,34250399744.0,3585200128.0,0.10468,0.124680005,0.22516,-0.032,1.24,1.38,11.57
DOV,Dover Corporation,Industrials,Industrial Machinery & Supplies & Components,195.75,26847741952,18.472157,25.521513,,3.3884296,3.5036066,3.58,16.069,7923358208.0,1061046016.0,0.28370002,0.1869,0.40045,0.048,1.06,1.309,7.67
DOW,Dow Inc.,Materials,Commodity Chemicals,24.27,17250324480,-111.663216,,,0.42163432,0.98342717,0.813,9.484,40912998400.0,-1144999936.0,-0.02769,0.01905,0.07218,-0.083,5.77,0.784,-1.61
DTE,DTE Energy,Utilities,Multi-Utilities,130.36,27073556480,16.876959,19.544228,,1.8265792,2.2268155,3.531,14.563,14821999616.0,1382000000.0,0.093439996,0.18968001,0.31271,0.214,3.4,0.467,6.67
DUK,Duke Energy,Utilities,Electric Utilities,117.44,91328536576,17.536106,18.49449,,2.923823,1.8096646,5.84,11.436,31235999744.0,4921999872.0,0.15972,0.27125,0.52401,0.048,3.63,0.477,6.35
DD,DuPont,Materials,Specialty Chemicals,40.87,17123521536,18.890686,23.624277,,1.3332961,0.74775416,1.937,7.584,12842999808.0,726000000.0,-0.060110003,0.17773001,0.37117,0.073,3.5,1.137,1.73
ETN,Eaton Corporation,Industrials,Electrical Components & Equipment,327.31,127421784064,23.936459,32.796593,,4.784357,6.746712,5.177,22.543,26633000960.0,3926000128.0,0.14741,0.19791001,0.38265,0.101,1.27,1.168,9.98
EBAY,eBay Inc.,Consumer Discretionary,Broadline Retail,87.06,39786418176,14.919567,19.303768,,3.7134979,8.375986,4.023,15.738,10714000384.0,2151000064.0,0.20366,0.21418,0.71645,0.095,1.33,1.341,4.51
ECL,Ecolab,Materials,Specialty Chemicals,262.64,74491248640,31.010315,37.735634,,4.6878147,11.196181,5.081,21.197,15890400256.0,1984600064.0,0.12489,0.14715,0.44358003,0.178,1.11,0.982,6.96
EIX,Edison International,Utilities,Electric Utilities,60.93,23447937024,9.9091215,7.9855833,,1.2963256,1.5116106,3.668,9.13,18087999488.0,2951000064.0,0.16315001,0.32557,0.55766,0.106,5.76,0.831,7.63
EW,Edwards Lifesciences,Health Care,Health Care Equipment,85.33,50097246208,29.714418,37.42544,,8.514438,4.8554688,7.892,25.965,5883800064.0,1342200064.0,0.23249,0.27371,0.78188,0.147,,0.967,2.28
EA,Electronic Arts,Communication Services,Interactive Home Entertainment,204.41,51124195328,22.076708,59.594753,,7.014846,8.494784,7.124,33.133,7288000000.0,885000000.0,0.121429995,0.10875,0.78787005,-0.092,0.37,0.757,3.43
ELV,Elevance Health,Health Care,Managed Health Care,354.25,79769411584,13.190111,14.429736,,0.40945187,1.7895572,0.384,8.376,194819997696.0,5533000192.0,0.028399998,0.034649998,0.26261,0.123,1.93,0.525,24.55
EME,Emcor,Industrials,Construction & Engineering,638.65,28589719552,23.005089,25.710548,,1.760091,8.571447,1.746,16.591,16243319808.0,1130370944.0,0.06959,0.09433,0.19385,0.164,0.16,1.17,24.84
EMR,Emerson Electric,Industrials,Electrical Components & Equipment,135.82,76371869696,19.161966,33.702232,,4.2391133,3.7688,4.914,17.566,18016000000.0,2284999936.0,0.12728,0.20721,0.52836,0.051,1.63,1.254,4.03
EOG,EOG Resources,Energy,Oil & Gas Exploration & Production,107.27,58568712192,10.203576,10.652433,,2.5853586,1.9260948,2.772,5.34,22653999104.0,5529999872.0,0.24410999,0.33223,0.62289,-0.024,3.8,0.504,10.07
ETR,Entergy,Utilities,Electric Utilities,93.86,41917583360,21.344917,23.118227,,3.2928066,2.5158143,5.59,12.563,12730047488.0,1808936960.0,0.1421,0.30055,0.48632,0.125,2.73,0.616,4.06
EPAM,EPAM Systems,Information Technology,IT Consulting & Other Services,200.46,11165003776,16.098246,30.557928,,2.1074557,2.970306,1.886,14.361,5297859072.0,371623008.0,0.070149995,0.10682,0.28932,0.194,,1.753,6.56
EFX,Equifax,Industrials,Research & Consulting Services,214.03,26367934464,24.30963,40.45936,,4.436581,5.3134236,5.209,16.674,5943300096.0,658499968.0,0.1108,0.19950001,0.57105,0.072,0.93,1.586,5.29
EQT,EQT Corporation,Energy,Oil & Gas Exploration & Production,53.46,33362827264,12.134804,17.413681,,4.3278503,1.441048,5.835,8.633,7708868096.0,1780542976.0,0.23097,0.34897,0.775,0.514,1.23,0.621,3.07
EQR,Equity Residential,Real Estate,Multi-Family Residential REITs,62.03,24412643328,42.83721,20.404606,,7.9292026,2.1327877,10.603,17.386,3078827008.0,1155692032.0,0.37583,0.28955,0.6301,0.046,4.47,0.759,3.04
EQIX,Equinix,Real Estate,Data Center REITs,764.11,75024965632,50.101925,70.42488,,8.266303,5.2995477,10.352,24.091,9075999744.0,1071000000.0,0.118,0.21851999,0.50353,0.066,2.46,1.037,10.85
ERIE,Erie Indemnity,Financials,Insurance Brokers,277.81,14526648320,19.829407,22.422113,,3.5954156,6.2917,3.46,17.165,4040325120.0,647984000.0,0.16038,0.20115,0.17988001,0.067,2.0,0.386,12.39
ESS,Essex Property Trust,Real Estate,Multi-Family Residential REITs,256.89,17743001600,42.57855,19.535362,,9.257004,2.9380014,12.204,18.959,1916711040.0,846545984.0,0.44167,0.33777002,0.68703,0.062,4.0,0.728,13.15
EL,Estée Lauder Companies (The),Consumer Staples,Personal Care Products,106.76,38472060928,36.445316,,,2.6631637,9.889764,3.162,22.044,14446000128.0,-930000000.0,-0.064380005,0.072680004,0.74173,0.036,1.31,1.175,-2.59
EVRG,Evergy,Utilities,Electric Utilities,73.08,16824049664,17.010857,20.021917,,2.8618171,1.6350458,5.368,11.647,5878799872.0,849500032.0,0.1445,0.36201,0.52523,-0.001,3.8,0.634,3.65
ES,Eversource Energy,Utilities,Electric Utilities,68.06,25535373312,13.671306,18.801105,,1.9420698,1.5927546,4.203,12.051,13148535808.0,1343586048.0,0.102189995,0.22489001,0.54386,0.051,4.42,0.767,3.62
EG,Everest Group,Financials,Reinsurance,334.48,14040820736,6.0402327,24.868402,,0.7942988,0.91370255,0.69,,17677000704.0,547000000.0,0.031229999,0.07728,0.045819998,-0.009,2.39,0.38,13.45
EXC,Exelon,Utilities,Electric Utilities,43.92,44358639616,15.439889,15.741935,,1.8241823,1.5783231,3.815,11.551,24316999680.0,2820999936.0,0.116009995,0.22177,0.42286998,0.09,3.64,0.55,2.79
EXE,Expand Energy,Energy,Oil & Gas Exploration & Production,109.77,26143887360,11.475638,35.29582,,2.4254465,1.4403243,2.839,6.756,10778999808.0,867000000.0,0.08043,0.29054,0.43203998,3.193,2.91,0.437,3.11
EXPD,Expeditors International,Industrials,Air Freight & Logistics,151.86,20610215936,25.686563,24.732899,,1.8455102,8.924541,1.766,16.995,11167760384.0,845502976.0,0.07571,0.0995,0.13682,-0.035,1.01,1.143,6.14
EXR,Extra Space Storage,Real Estate,Self-Storage REITs,130.97,29023143936,27.085266,29.299778,,8.481406,2.0413349,12.339,18.68,3421972992.0,947441984.0,0.27735,0.46325,0.74904,0.034,4.95,1.269,4.47
EXPE,Expedia Group,Consumer Discretionary,"Hotels, Resorts & Cruise Lines",282.94,35004088320,15.862462,27.258188,,2.4359143,26.036625,2.522,16.634,14369999872.0,1388000000.0,0.096590005,0.25566998,0.89944,0.087,0.57,1.442,10.38
XOM,ExxonMobil,Energy,Integrated Oil & Gas,122.65,522887266304,17.069693,17.827034,,1.6027442,1.9850776,1.695,8.966,326244990976.0,29952999424.0,0.091809995,0.11057,0.31222,-0.051,3.36,0.379,6.88
FICO,Fair Isaac,Information Technology,Application Software,1643.27,39444488192,32.19716,61.73065,,19.812698,-22.368677,21.055,44.091,1990868992.0,651945984.0,0.32747,0.48099998,0.82233,0.136,,1.289,26.62
FFIV,"F5, Inc.",Information Technology,Communications Equipment,256.63,14907538432,15.8426,21.748304,,4.8274584,4.1212463,4.477,15.642,3088071936.0,692380032.0,0.22421,0.27135,0.81413,0.085,,0.993,11.8
FAST,Fastenal,Industrials,Trading Companies & Distributors,40.44,46426562560,33.22543,38.150944,,5.805062,11.92217,5.834,25.988,7997599744.0,1226499968.0,0.15336001,0.20696,0.45147,0.117,2.18,0.884,1.06
FDS,FactSet,Financials,Financial Exchanges & Data,284.9,10771149824,15.007058,18.111889,,4.5626893,4.916222,5.052,13.031,2360701952.0,599598016.0,0.25399,0.3161,0.52263,0.068,1.54,0.744,15.73
FRT,Federal Realty Investment Trust,Real Estate,Retail REITs,99.03,8595728384,31.353193,25.134518,,6.836135,2.7965887,10.855,17.093,1257395968.0,337579008.0,0.27586,0.34465,0.67971003,0.06,4.56,1.017,3.94
FITB,Fifth Third Bancorp,Financials,Regional Banks,47.71,31538446336,11.820759,14.241791,,3.8816547,1.6308323,5.944,,8125000192.0,2259000064.0,0.29674,0.39780998,0.0,0.067,3.35,1.007,3.35
FDX,FedEx,Industrials,Air Freight & Logistics,293.13,69165621248,13.84133,16.230898,,0.76771355,2.4479518,,,90093002752.0,4330999808.0,0.04814,0.0764,0.27618,0.139,1.98,1.332,18.06
FSLR,First Solar,Information Technology,Semiconductors,274.34,29438916608,11.660799,21.05449,,5.828767,3.265447,5.601,14.014,5050625024.0,1400461952.0,0.27728,0.29225,0.40048,0.797,,1.589,13.03
FIS,Fidelity National Information Services,Financials,Transaction & Payment Processing Services,65.62,34278483968,10.374835,205.06252,,3.275849,2.457402,4.442,14.874,10464000000.0,177000000.0,0.0146200005,0.2385,0.36648998,0.057,2.44,0.928,0.32
FE,FirstEnergy,Utilities,Electric Utilities,45.26,26145140736,16.650846,19.67826,,1.8305076,2.0428796,3.753,11.819,14282999808.0,1330000000.0,0.09312,0.20636,0.67549,0.112,3.93,0.648,2.3
FISV,Fiserv,Financials,Transaction & Payment Processing Services,65.59,35654270976,7.845975,10.137558,,,1.4020948,,,,,,,,,,,
FTNT,Fortinet,Information Technology,Systems Software,77.88,59676798976,26.598269,32.04938,,9.104429,78.666664,8.525,25.743,6554699776.0,1873600000.0,0.28584,0.31648,0.80866,0.144,,1.101,2.43
F,Ford Motor Company,Consumer Discretionary,Automobile Manufacturers,13.34,53153214464,9.014123,11.40171,,0.2803617,1.1215739,0.975,19.045,189587996672.0,4705999872.0,0.024820002,0.03146,0.07555,0.094,4.5,1.611,1.17
FTV,Fortive,Industrials,Industrial Machinery & Supplies & Components,55.39,18740451328,19.429224,21.807087,,2.9935389,2.7048538,3.286,12.238,6260299776.0,884800000.0,0.09621,0.15539,0.59735,0.023,0.43,1.043,2.54
FOXA,Fox Corporation (Class A),Communication Services,Broadcasting,73.76,32745216000,14.557111,16.575281,,1.9876906,2.6871655,2.186,10.11,16474000384.0,2035000064.0,0.12353,0.26323998,0.35753,0.049,0.76,0.512,4.45
FOX,Fox Corporation (Class B),Communication Services,Broadcasting,65.96,31061399552,13.100298,14.822473,,1.88548,2.403002,1.976,9.138,16474000384.0,2035000064.0,0.12353,0.26323998,0.35753,0.049,0.85,0.512,4.45
BEN,Franklin Resources,Financials,Asset Management & Custody Banks,23.8,12409098240,8.5506315,26.153845,,1.4148356,1.02657,1.686,8.69,8770700288.0,471700000.0,0.05985,0.17558001,0.37402,0.06,5.55,1.494,0.91
FCX,Freeport-McMoRan,Materials,Copper,51.93,74567876608,22.4705,36.314686,,2.8677747,3.988173,3.51,9.544,26001999872.0,2064999936.0,0.07969,0.28055,0.3872,0.027,1.16,1.484,1.43
GRMN,Garmin,Consumer Discretionary,Consumer Electronics,202.44,38968475648,23.216421,24.931036,,5.612527,4.593705,5.271,18.604,6943124992.0,1570939008.0,0.22625999,0.25795,0.58734,0.117,1.78,1.014,8.12
IT,Gartner,Information Technology,IT Consulting & Other Services,237.03,17951653888,17.605598,20.701311,,2.7789905,31.053322,2.864,14.083,6459774976.0,885651968.0,0.1371,0.15773,0.68174005,0.027,,1.081,11.45
GE,GE Aerospace,Industrials,Aerospace & Defense,320.75,340135936000,44.493427,42.938423,,7.739157,17.98531,7.903,30.837,43949998080.0,8054000128.0,0.18344,0.20598,0.32459998,0.238,0.45,1.405,7.47
GEHC,GE HealthCare,Health Care,Health Care Equipment,82.82,37812469760,16.792206,17.146997,,1.8676515,3.7751846,2.207,12.326,20245999616.0,2216000000.0,0.10945,0.14213,0.40803,0.058,0.17,1.244,4.83
GEN,Gen Digital,Information Technology,Systems Software,26.07,16077788160,9.12435,28.64835,,3.5944083,6.546961,5.401,12.427,4472999936.0,570000000.0,0.12743,0.36475,0.7932,0.253,1.92,1.112,0.91
GEV,GE Vernova,Industrials,Heavy Electrical Equipment,679.55,184989777920,52.414433,111.03758,,4.9107985,21.325237,4.752,60.986,37669998592.0,1704000000.0,0.045229997,0.05738,0.19687,0.118,0.18,,6.12
GD,General Dynamics,Industrials,Aerospace & Defense,343.4,92759359488,19.9152,22.26978,,1.800838,3.7906215,1.941,16.022,51508998144.0,4215000064.0,0.081829995,0.10459,0.15326999,0.106,1.75,0.405,15.42
GNRC,Generac,Industrials,Electrical Components & Equipment,141.1,8280321536,17.154808,26.978968,,1.9024533,3.1320755,2.177,13.85,4352443904.0,312870016.0,0.06921,0.0925,0.39451,-0.05,,1.819,5.23
GM,General Motors,Consumer Discretionary,Automobile Manufacturers,80.98,77099261952,6.9485207,15.4542,,0.41133866,1.1383189,1.01,12.057,187435008000.0,4784999936.0,0.01625,0.056739997,0.100760005,-0.003,0.74,1.305,5.24
GPC,Genuine Parts Company,Consumer Discretionary,Distributors,124.0,17249701888,14.758566,21.305841,,0.7169184,3.6037083,0.966,12.033,24060899328.0,808499008.0,0.0336,0.0643,0.3703,0.049,3.32,0.745,5.82
GIS,General Mills,Consumer Staples,Packaged Foods & Meats,45.72,24395372544,12.222606,9.832258,,1.2992364,2.618557,1.995,10.57,18776700928.0,2526299904.0,0.1351,0.17874001,0.33830002,-0.072,5.34,-0.076,4.65
GILD,Gilead Sciences,Health Care,Biotechnology,121.6,150882123776,13.904882,18.823528,,5.18727,7.011474,5.749,11.83,29087000576.0,8110000128.0,0.27882,0.45231,0.78716004,0.03,2.6,0.331,6.46
GL,Globe Life,Financials,Life & Health Insurance,138.42,11212509184,9.22554,10.037708,,1.8873184,1.9539809,2.322,8.509,5940974080.0,1150350976.0,0.19363001,0.34092999,0.34117,0.04,0.78,0.479,13.79
GPN,Global Payments,Financials,Transaction & Payment Processing Services,75.53,18324113408,5.5267015,11.461305,,1.8185568,0.7883969,3.212,7.382,10076184576.0,1636066048.0,0.17365,0.3184,0.62416,0.005,1.32,0.824,6.59
GDDY,GoDaddy,Information Technology,Internet Services & Infrastructure,118.52,16408977408,11.018628,20.43448,,3.3695383,174.80826,3.882,15.517,4869799936.0,828499968.0,0.17013,0.23884001,0.63594,0.103,,0.947,5.8
GS,Goldman Sachs,Financials,Investment Banking & Brokerage,914.34,276790018048,16.56795,18.587925,,4.827424,2.6272702,0.405,,57336999936.0,15788000256.0,0.29073998,0.37203997,0.82997,0.207,1.75,1.348,49.19
HAL,Halliburton,Energy,Oil & Gas Equipment & Services,29.6,25237022720,13.444096,19.60265,,1.140038,2.4456747,1.423,7.508,22136999936.0,1308999936.0,0.05913,0.12857,0.16172001,-0.017,2.3,0.819,1.51
HAS,Hasbro,Consumer Discretionary,Leisure Products,82.97,11643762688,15.652,,,2.6724265,28.649862,3.304,13.726,4357000192.0,-558300032.0,-0.12814,0.24584,0.64248,0.083,3.37,0.541,-3.99
HCA,HCA Healthcare,Health Care,Health Care Facilities,470.39,110068211712,15.825329,18.182837,,1.4799684,-20.265823,2.095,10.315,74371997696.0,6344000000.0,0.0853,0.15474,0.41377,0.096,0.61,1.367,25.87
HIG,Hartford (The),Financials,Property & Casualty Insurance,137.11,38240018432,10.338624,11.220131,,1.3697753,2.1163847,1.381,7.919,27917000704.0,3536999936.0,0.12745,0.18916,0.36433,0.07,1.75,0.629,12.22
DOC,Healthpeak Properties,Real Estate,Health Care REITs,16.2,11258187776,64.8,,,4.019205,1.481888,7.594,14.06,2801097984.0,-38936000.0,-0.01359,0.18601999,0.59741,0.008,7.53,1.095,-0.06
HPE,Hewlett Packard Enterprise,Information Technology,"Technology Hardware, Storage & Peripherals",24.17,32255666176,8.800035,,,0.94050807,1.2906499,1.497,11.435,34296000512.0,-59000000.0,0.00166,0.034089997,0.30257,0.144,2.36,1.349,-0.04
HSIC,Henry Schein,Health Care,Health Care Distributors,76.82,9315837952,14.546735,24.233438,,0.7200369,2.709987,1.073,13.737,12938000384.0,391000000.0,0.03022,0.0614,0.31187,0.052,,0.888,3.17
HSY,Hershey Company (The),Consumer Staples,Packaged Foods & Meats,182.41,36990033920,26.376598,27.26607,,3.2195778,8.10351,3.618,16.963,11489094656.0,1359832960.0,0.118360005,0.13542,0.3773,0.065,3.0,0.177,6.69
HOLX,Hologic,Health Care,Health Care Equipment,74.56,16631768064,14.923759,29.943773,,4.056034,3.287333,4.156,12.612,4100499968.0,565699968.0,0.13796,0.32736,0.60817003,0.062,,0.704,2.49
HLT,Hilton Worldwide,Consumer Discretionary,"Hotels, Resorts & Cruise Lines",292.98,68907073536,32.093403,42.5225,,14.149296,-13.843973,16.311,29.012,4870000128.0,1664999936.0,0.34188998,0.60327,0.77515,0.035,0.2,1.156,6.89
HST,Host Hotels & Resorts,Real Estate,Hotel & Resort REITs,18.16,12649828352,20.857021,17.132076,,2.1260216,1.874871,2.982,11.07,5950000128.0,738000000.0,0.12403,0.073520005,0.28941,0.009,4.41,1.199,1.06
HRL,Hormel Foods,Consumer Staples,Packaged Foods & Meats,23.39,12867008512,15.019778,26.885057,,1.0628481,1.6284899,1.256,12.415,12106160128.0,478196992.0,0.0395,0.07222,0.15704,0.015,5.0,0.325,0.87
HWM,Howmet Aerospace,Industrials,Aerospace & Defense,211.71,85213274112,47.588863,59.469105,,10.68505,16.76911,11.018,39.138,7975000064.0,1448000000.0,0.18181999,0.25658,0.33279,0.138,0.21,1.322,3.56
HD,Home Depot (The),Consumer Discretionary,Home Improvement Retail,345.82,344267784192,22.857529,23.58936,,2.0715437,28.399443,2.458,15.968,166189006848.0,14581999616.0,0.087740004,0.12945,0.33355,0.028,2.66,1.051,14.66
HON,Honeywell,Industrials,Industrial Conglomerates,195.88,131997597696,18.524315,20.662449,,3.2455766,7.410434,3.693,15.36,40669999104.0,6128999936.0,0.1507,0.18505,0.36944,0.07,2.34,0.949,9.48
HUM,Humana,Health Care,Managed Health Care,264.48,31809822720,21.249706,24.764046,,0.25173566,1.7174027,0.18,5.878,126362001408.0,1291000064.0,0.01022,0.02043,0.14949,0.111,1.34,0.466,10.68
HPQ,HP Inc.,Information Technology,"Technology Hardware, Storage & Peripherals",22.12,20675604480,6.818175,8.34717,,0.37391454,-58.829792,0.497,6.146,55295000576.0,2528999936.0,0.045739997,0.07439,0.20602,0.042,5.42,1.231,2.65
HBAN,Huntington Bancshares,Financials,Regional Banks,17.48,27527559168,10.158715,12.223777,,3.6693625,1.3071113,4.356,,7502000128.0,2108999936.0,0.29619,0.38561,0.0,0.148,3.55,0.976,1.43
HII,Huntington Ingalls Industries,Industrials,Aerospace & Defense,349.75,13724690432,20.002047,24.104065,,1.1425816,2.75372,1.36,15.385,12012000256.0,569000000.0,0.04737,0.06172,0.12521,0.161,1.58,0.371,14.51
HUBB,Hubbell Incorporated,Industrials,Industrial Machinery & Supplies & Components,463.03,24607614976,23.450554,28.993738,,4.327603,6.6845202,4.588,19.319,5686199808.0,858400000.0,0.15123,0.22591,0.35161,0.041,1.23,1.004,15.97
IBM,IBM,Information Technology,IT Consulting & Other Services,291.5,272475324416,23.906101,34.70238,,4.166162,9.764513,4.958,21.558,65401999360.0,7919000064.0,0.120900005,0.1717,0.57808995,0.091,2.31,0.689,8.4
IDXX,Idexx Laboratories,Health Care,Health Care Equipment,669.99,53602344960,46.16097,53.173805,,12.862266,34.332054,13.055,37.852,4167410944.0,1027425024.0,0.24654,0.32106,0.6172,0.133,,1.668,12.6
